vinevar,age,unit,geo\time	2020 	2015 
VIO003,TOTAL,HLD,RO41	0 	1 
VIO003,TOTAL,HLD,RO42	0 	19 
VIO003,TOTAL,HLD,SK	237 	: 
VIO003,TOTAL,HLD,SK01	78 	: 
VIO003,TOTAL,HLD,SK02	143 	: 
VIO003,TOTAL,HLD,SK03	23 	: 
VIO003,TOTAL,HLD,SK04	25 	: 
VIO003,Y10-29,HA,BG	440 	192 
VIO003,Y10-29,HA,BG31	: c	: c
VIO003,Y10-29,HA,BG32	16 	: 
VIO003,Y10-29,HA,BG33	159 	85 
VIO003,Y10-29,HA,BG34	179 	68 
VIO003,Y10-29,HA,BG41	: c	: c
VIO003,Y10-29,HA,BG42	53 	27 
VIO003,Y10-29,HA,CZ	386 	373 
VIO003,Y10-29,HA,CZ01	: c	: c
VIO003,Y10-29,HA,CZ02	10 	6 
VIO003,Y10-29,HA,CZ04	4 	3 
VIO003,Y10-29,HA,CZ06	368 	361 
VIO003,Y10-29,HA,CZ07	4 	3 
VIO003,Y10-29,HA,DE	532 	490 d
VIO003,Y10-29,HA,DE11	32 	32 d
VIO003,Y10-29,HA,DE12	13 	8 d
VIO003,Y10-29,HA,DE13	68 	58 d
VIO003,Y10-29,HA,DE14	2 	1 d
VIO003,Y10-29,HA,DE25	: c	: cd
VIO003,Y10-29,HA,DE26	17 	: cd
VIO003,Y10-29,HA,DE27	: c	: 
VIO003,Y10-29,HA,DE40	: c	: cd
VIO003,Y10-29,HA,DE71	7 	4 d
VIO003,Y10-29,HA,DEA2	: c	: 
VIO003,Y10-29,HA,DEB1	24 	19 d
VIO003,Y10-29,HA,DEB2	5 	1 d
VIO003,Y10-29,HA,DEB3	328 	311 d
VIO003,Y10-29,HA,DEC0	1 	: cd
VIO003,Y10-29,HA,DED2	6 	13 d
VIO003,Y10-29,HA,DED5	3 	: 
VIO003,Y10-29,HA,DEE0	20 	21 d
VIO003,Y10-29,HA,DEG0	2 	2 d
VIO003,Y10-29,HA,ES	323 	: 
VIO003,Y10-29,HA,ES13	1 	: 
VIO003,Y10-29,HA,ES24	182 	: 
VIO003,Y10-29,HA,ES41	5 	: 
VIO003,Y10-29,HA,ES42	52 	: 
VIO003,Y10-29,HA,ES43	0 	: 
VIO003,Y10-29,HA,ES51	73 	: 
VIO003,Y10-29,HA,ES52	7 	: 
VIO003,Y10-29,HA,ES61	1 	: 
VIO003,Y10-29,HA,ES62	1 	: 
VIO003,Y10-29,HA,EU	4082 	205 d
VIO003,Y10-29,HA,EU27_2020	4082 	205 d
VIO003,Y10-29,HA,EU28	: 	205 d
VIO003,Y10-29,HA,FR	: 	1215 
VIO003,Y10-29,HA,FR41	: 	1 
VIO003,Y10-29,HA,FR42	: 	1208 
VIO003,Y10-29,HA,FR61	: 	: c
VIO003,Y10-29,HA,FR62	: 	2 
VIO003,Y10-29,HA,FR71	: 	: c
VIO003,Y10-29,HA,FR81	: 	1 
VIO003,Y10-29,HA,FR82	: 	: c
VIO003,Y10-29,HA,FRB0	: c	: 
VIO003,Y10-29,HA,FRC2	: c	: 
VIO003,Y10-29,HA,FRF1	1229 	: 
VIO003,Y10-29,HA,FRF3	3 	: 
VIO003,Y10-29,HA,FRG0	2 	: 
VIO003,Y10-29,HA,FRI1	: c	: 
VIO003,Y10-29,HA,FRI3	: c	: 
VIO003,Y10-29,HA,FRJ1	75 	: 
VIO003,Y10-29,HA,FRJ2	2 	: 
VIO003,Y10-29,HA,FRK1	: c	: 
VIO003,Y10-29,HA,FRK2	2 	: 
VIO003,Y10-29,HA,FRL0	4 	: 
VIO003,Y10-29,HA,HU	187 	205 
VIO003,Y10-29,HA,HU10	: 	3 
VIO003,Y10-29,HA,HU12	4 	: 
VIO003,Y10-29,HA,HU21	46 	63 
VIO003,Y10-29,HA,HU22	17 	15 
VIO003,Y10-29,HA,HU23	35 	26 
VIO003,Y10-29,HA,HU31	80 	92 
VIO003,Y10-29,HA,HU32	: c	: 
VIO003,Y10-29,HA,HU33	6 	7 
VIO003,Y10-29,HA,IT	721 	496 
VIO003,Y10-29,HA,ITC1	2 	: 
VIO003,Y10-29,HA,ITC2	4 	1 
VIO003,Y10-29,HA,ITC4	: 	1 
VIO003,Y10-29,HA,ITF1	4 	0 
VIO003,Y10-29,HA,ITF2	: c	0 
VIO003,Y10-29,HA,ITF4	5 	2 
VIO003,Y10-29,HA,ITF5	10 	8 
VIO003,Y10-29,HA,ITF6	12 	6 
VIO003,Y10-29,HA,ITG1	23 	19 
VIO003,Y10-29,HA,ITG2	: c	: 
VIO003,Y10-29,HA,ITH1	36 	296 
VIO003,Y10-29,HA,ITH2	379 	: 
VIO003,Y10-29,HA,ITH3	47 	47 
VIO003,Y10-29,HA,ITH4	175 	94 
VIO003,Y10-29,HA,ITH5	2 	1 
VIO003,Y10-29,HA,ITI1	8 	18 
VIO003,Y10-29,HA,ITI2	12 	3 
VIO003,Y10-29,HA,RO	0 	31 
VIO003,Y10-29,HA,RO11	0 	1 
VIO003,Y10-29,HA,RO12	0 	21 
VIO003,Y10-29,HA,RO21	0 	4 
VIO003,Y10-29,HA,RO22	0 	4 
VIO003,Y10-29,HA,RO31	0 	1 
VIO003,Y10-29,HA,RO32	0 	0 
VIO003,Y10-29,HA,RO41	0 	0 
VIO003,Y10-29,HA,RO42	0 	1 
VIO003,Y10-29,HA,SK	175 	: 
VIO003,Y10-29,HA,SK01	12 	: 
VIO003,Y10-29,HA,SK02	128 	: 
VIO003,Y10-29,HA,SK03	16 	: 
VIO003,Y10-29,HA,SK04	18 	: 
VIO003,Y10-29,HLD,BG	89 	45 
VIO003,Y10-29,HLD,BG31	7 	1 
VIO003,Y10-29,HLD,BG32	3 	: 
VIO003,Y10-29,HLD,BG33	30 	18 
VIO003,Y10-29,HLD,BG34	37 	18 
VIO003,Y10-29,HLD,BG41	1 	1 
VIO003,Y10-29,HLD,BG42	11 	7 
VIO003,Y10-29,HLD,CZ	732 	777 
VIO003,Y10-29,HLD,CZ01	: c	2 
VIO003,Y10-29,HLD,CZ02	10 	8 
VIO003,Y10-29,HLD,CZ04	7 	5 
VIO003,Y10-29,HLD,CZ06	679 	724 
VIO003,Y10-29,HLD,CZ07	35 	38 
VIO003,Y10-29,HLD,DE	2380 	2335 d
VIO003,Y10-29,HLD,DE11	273 	270 d
VIO003,Y10-29,HLD,DE12	81 	58 d
VIO003,Y10-29,HLD,DE13	378 	362 d
VIO003,Y10-29,HLD,DE14	11 	7 d
VIO003,Y10-29,HLD,DE25	6 	2 d
VIO003,Y10-29,HLD,DE26	88 	78 d
VIO003,Y10-29,HLD,DE27	1 	: 
VIO003,Y10-29,HLD,DE40	2 	2 d
VIO003,Y10-29,HLD,DE71	37 	25 d
VIO003,Y10-29,HLD,DEA2	2 	: 
VIO003,Y10-29,HLD,DEB1	102 	76 d
VIO003,Y10-29,HLD,DEB2	30 	12 d
VIO003,Y10-29,HLD,DEB3	1125 	1113 d
VIO003,Y10-29,HLD,DEC0	5 	5 d
VIO003,Y10-29,HLD,DED2	165 	274 d
VIO003,Y10-29,HLD,DED5	27 	: 
VIO003,Y10-29,HLD,DEE0	43 	47 d
VIO003,Y10-29,HLD,DEG0	4 	4 d
VIO003,Y10-29,HLD,ES	113 	: 
VIO003,Y10-29,HLD,ES13	4 	: 
VIO003,Y10-29,HLD,ES24	44 	: 
VIO003,Y10-29,HLD,ES41	9 	: 
VIO003,Y10-29,HLD,ES42	19 	: 
VIO003,Y10-29,HLD,ES43	1 	: 
VIO003,Y10-29,HLD,ES51	30 	: 
VIO003,Y10-29,HLD,ES52	4 	: 
VIO003,Y10-29,HLD,ES61	1 	: 
VIO003,Y10-29,HLD,ES62	1 	: 
VIO003,Y10-29,HLD,EU	6090 	357 d
VIO003,Y10-29,HLD,EU27_2020	6090 	357 d
VIO003,Y10-29,HLD,EU28	: 	357 d
VIO003,Y10-29,HLD,FR	: 	2104 
VIO003,Y10-29,HLD,FR41	: 	3 
VIO003,Y10-29,HLD,FR42	: 	2092 
VIO003,Y10-29,HLD,FR61	: 	: c
VIO003,Y10-29,HLD,FR62	: 	3 
VIO003,Y10-29,HLD,FR71	: 	: c
VIO003,Y10-29,HLD,FR81	: 	3 
VIO003,Y10-29,HLD,FR82	: 	: c
VIO003,Y10-29,HLD,FRB0	: c	: 
VIO003,Y10-29,HLD,FRC2	: c	: 
VIO003,Y10-29,HLD,FRF1	1657 	: 
VIO003,Y10-29,HLD,FRF3	11 	: 
VIO003,Y10-29,HLD,FRG0	5 	: 
VIO003,Y10-29,HLD,FRI1	: c	: 
VIO003,Y10-29,HLD,FRI3	: c	: 
VIO003,Y10-29,HLD,FRJ1	60 	: 
VIO003,Y10-29,HLD,FRJ2	5 	: 
VIO003,Y10-29,HLD,FRK1	: c	: 
VIO003,Y10-29,HLD,FRK2	10 	: 
VIO003,Y10-29,HLD,FRL0	5 	: 
VIO003,Y10-29,HLD,HU	201 	357 
VIO003,Y10-29,HLD,HU10	: 	9 
VIO003,Y10-29,HLD,HU12	12 	: 
VIO003,Y10-29,HLD,HU21	51 	60 
VIO003,Y10-29,HLD,HU22	28 	33 
VIO003,Y10-29,HLD,HU23	28 	37 
VIO003,Y10-29,HLD,HU31	74 	211 
VIO003,Y10-29,HLD,HU32	: c	: 
VIO003,Y10-29,HLD,HU33	7 	7 
VIO003,Y10-29,HLD,IT	742 	990 
VIO003,Y10-29,HLD,ITC1	10 	: 
VIO003,Y10-29,HLD,ITC2	26 	12 
VIO003,Y10-29,HLD,ITC4	: 	5 
VIO003,Y10-29,HLD,ITF1	12 	2 
VIO003,Y10-29,HLD,ITF2	: c	31 
VIO003,Y10-29,HLD,ITF4	6 	1 
VIO003,Y10-29,HLD,ITF5	5 	4 
VIO003,Y10-29,HLD,ITF6	14 	3 
VIO003,Y10-29,HLD,ITG1	16 	7 
VIO003,Y10-29,HLD,ITG2	: c	: 
VIO003,Y10-29,HLD,ITH1	31 	710 
VIO003,Y10-29,HLD,ITH2	335 	: 
VIO003,Y10-29,HLD,ITH3	74 	62 
VIO003,Y10-29,HLD,ITH4	187 	111 
VIO003,Y10-29,HLD,ITH5	3 	1 
VIO003,Y10-29,HLD,ITI1	4 	35 
VIO003,Y10-29,HLD,ITI2	15 	5 
VIO003,Y10-29,HLD,RO	0 	153 
VIO003,Y10-29,HLD,RO11	0 	22 
VIO003,Y10-29,HLD,RO12	0 	117 
VIO003,Y10-29,HLD,RO21	0 	1 
VIO003,Y10-29,HLD,RO22	0 	5 
VIO003,Y10-29,HLD,RO31	0 	5 
VIO003,Y10-29,HLD,RO32	0 	0 
VIO003,Y10-29,HLD,RO41	0 	0 
VIO003,Y10-29,HLD,RO42	0 	3 
VIO003,Y10-29,HLD,SK	81 	: 
VIO003,Y10-29,HLD,SK01	17 	: 
VIO003,Y10-29,HLD,SK02	47 	: 
VIO003,Y10-29,HLD,SK03	11 	: 
VIO003,Y10-29,HLD,SK04	6 	: 
VIO003,Y3-9,HA,BG	112 	337 
VIO003,Y3-9,HA,BG31	25 	40 
VIO003,Y3-9,HA,BG32	: c	: c
VIO003,Y3-9,HA,BG33	: c	: c
VIO003,Y3-9,HA,BG34	33 	165 
VIO003,Y3-9,HA,BG41	: c	: c
VIO003,Y3-9,HA,BG42	35 	38 
VIO003,Y3-9,HA,CZ	123 	83 
VIO003,Y3-9,HA,CZ01	0 	: c
VIO003,Y3-9,HA,CZ02	3 	6 
VIO003,Y3-9,HA,CZ03	: c	: 
VIO003,Y3-9,HA,CZ04	7 	: c
VIO003,Y3-9,HA,CZ06	111 	75 
VIO003,Y3-9,HA,CZ07	2 	2 
VIO003,Y3-9,HA,DE	282 	220 d
VIO003,Y3-9,HA,DE11	18 	15 d
VIO003,Y3-9,HA,DE12	: c	8 d
VIO003,Y3-9,HA,DE13	21 	35 d
VIO003,Y3-9,HA,DE14	: c	: cd
VIO003,Y3-9,HA,DE25	: c	: cd
VIO003,Y3-9,HA,DE26	: c	6 d
VIO003,Y3-9,HA,DE27	: 	: cd
VIO003,Y3-9,HA,DE40	: c	: 
VIO003,Y3-9,HA,DE71	5 	4 d
VIO003,Y3-9,HA,DEB1	: c	: cd
VIO003,Y3-9,HA,DEB2	: c	: cd
VIO003,Y3-9,HA,DEB3	205 	128 d
VIO003,Y3-9,HA,DED2	1 	5 d
VIO003,Y3-9,HA,DED5	: c	: 
VIO003,Y3-9,HA,DEE0	: c	1 d
VIO003,Y3-9,HA,DEG0	: c	: 
VIO003,Y3-9,HA,ES	140 	: 
VIO003,Y3-9,HA,ES13	0 	: 
VIO003,Y3-9,HA,ES24	90 	: 
VIO003,Y3-9,HA,ES41	0 	: 
VIO003,Y3-9,HA,ES42	9 	: 
VIO003,Y3-9,HA,ES51	18 	: 
VIO003,Y3-9,HA,ES52	21 	: 
VIO003,Y3-9,HA,ES61	1 	: 
VIO003,Y3-9,HA,EU	1895 	160 d
VIO003,Y3-9,HA,EU27_2020	1895 	160 d
VIO003,Y3-9,HA,EU28	: 	160 d
VIO003,Y3-9,HA,FR	: 	714 
VIO003,Y3-9,HA,FR24	: 	: c
VIO003,Y3-9,HA,FR41	: 	1 
VIO003,Y3-9,HA,FR42	: 	577 
VIO003,Y3-9,HA,FR43	: 	: c
VIO003,Y3-9,HA,FR51	: 	12 
VIO003,Y3-9,HA,FR53	: 	: c
VIO003,Y3-9,HA,FR62	: 	4 
VIO003,Y3-9,HA,FR71	: 	4 
VIO003,Y3-9,HA,FR72	: 	1 
VIO003,Y3-9,HA,FR81	: 	105 
VIO003,Y3-9,HA,FR82	: 	9 
VIO003,Y3-9,HA,FRC1	: c	: 
VIO003,Y3-9,HA,FRC2	: c	: 
VIO003,Y3-9,HA,FRD1	: c	: 
VIO003,Y3-9,HA,FRF1	439 	: 
VIO003,Y3-9,HA,FRF2	: c	: 
VIO003,Y3-9,HA,FRF3	1 	: 
VIO003,Y3-9,HA,FRG0	10 	: 
VIO003,Y3-9,HA,FRI3	: c	: 
VIO003,Y3-9,HA,FRJ1	104 	: 
VIO003,Y3-9,HA,FRJ2	: c	: 
VIO003,Y3-9,HA,FRK1	: c	: 
VIO003,Y3-9,HA,FRK2	5 	: 
VIO003,Y3-9,HA,FRL0	11 	: 
VIO003,Y3-9,HA,HU	288 	160 
VIO003,Y3-9,HA,HU10	: 	: c
VIO003,Y3-9,HA,HU21	19 	22 
VIO003,Y3-9,HA,HU22	41 	35 
VIO003,Y3-9,HA,HU23	38 	47 
VIO003,Y3-9,HA,HU31	173 	48 
VIO003,Y3-9,HA,HU33	17 	7 
VIO003,Y3-9,HA,IT	281 	493 
VIO003,Y3-9,HA,ITC1	2 	2 
VIO003,Y3-9,HA,ITC2	5 	6 
VIO003,Y3-9,HA,ITC4	: 	1 
VIO003,Y3-9,HA,ITF1	8 	3 
VIO003,Y3-9,HA,ITF2	: c	1 
VIO003,Y3-9,HA,ITF4	: c	18 
VIO003,Y3-9,HA,ITF5	0 	5 
VIO003,Y3-9,HA,ITF6	2 	6 
VIO003,Y3-9,HA,ITG1	16 	10 
VIO003,Y3-9,HA,ITG2	5 	1 
VIO003,Y3-9,HA,ITH1	18 	212 
VIO003,Y3-9,HA,ITH2	41 	: 
VIO003,Y3-9,HA,ITH3	51 	31 
VIO003,Y3-9,HA,ITH4	122 	170 
VIO003,Y3-9,HA,ITH5	6 	3 
VIO003,Y3-9,HA,ITI1	2 	13 
VIO003,Y3-9,HA,ITI2	1 	12 
VIO003,Y3-9,HA,RO	0 	325 
VIO003,Y3-9,HA,RO11	0 	26 
VIO003,Y3-9,HA,RO12	0 	208 
VIO003,Y3-9,HA,RO21	0 	30 
VIO003,Y3-9,HA,RO22	0 	38 
VIO003,Y3-9,HA,RO31	0 	0 
VIO003,Y3-9,HA,RO32	0 	0 
VIO003,Y3-9,HA,RO41	0 	0 
VIO003,Y3-9,HA,RO42	0 	24 
VIO003,Y3-9,HA,SK	93 	: 
VIO003,Y3-9,HA,SK01	5 	: 
VIO003,Y3-9,HA,SK02	58 	: 
VIO003,Y3-9,HA,SK03	23 	: 
VIO003,Y3-9,HA,SK04	7 	: 
VIO003,Y3-9,HLD,BG	29 	66 
VIO003,Y3-9,HLD,BG31	6 	10 
VIO003,Y3-9,HLD,BG32	1 	3 
VIO003,Y3-9,HLD,BG33	5 	18 
VIO003,Y3-9,HLD,BG34	5 	25 
VIO003,Y3-9,HLD,BG41	2 	2 
VIO003,Y3-9,HLD,BG42	10 	8 
VIO003,Y3-9,HLD,CZ	225 	164 
VIO003,Y3-9,HLD,CZ01	3 	1 
VIO003,Y3-9,HLD,CZ02	8 	4 
VIO003,Y3-9,HLD,CZ03	: c	: 
VIO003,Y3-9,HLD,CZ04	5 	1 
VIO003,Y3-9,HLD,CZ06	200 	154 
VIO003,Y3-9,HLD,CZ07	8 	4 
VIO003,Y3-9,HLD,DE	1128 	1186 d
VIO003,Y3-9,HLD,DE11	124 	125 d
VIO003,Y3-9,HLD,DE12	36 	41 d
VIO003,Y3-9,HLD,DE13	129 	222 d
VIO003,Y3-9,HLD,DE14	2 	6 d
VIO003,Y3-9,HLD,DE25	5 	6 d
VIO003,Y3-9,HLD,DE26	34 	43 d
VIO003,Y3-9,HLD,DE27	: 	1 d
VIO003,Y3-9,HLD,DE40	1 	: 
VIO003,Y3-9,HLD,DE71	31 	25 d
VIO003,Y3-9,HLD,DEB1	65 	: cd
VIO003,Y3-9,HLD,DEB2	47 	: cd
VIO003,Y3-9,HLD,DEB3	590 	514 d
VIO003,Y3-9,HLD,DED2	39 	95 d
VIO003,Y3-9,HLD,DED5	5 	: 
VIO003,Y3-9,HLD,DEE0	17 	9 d
VIO003,Y3-9,HLD,DEG0	3 	: 
VIO003,Y3-9,HLD,ES	66 	: 
VIO003,Y3-9,HLD,ES13	1 	: 
VIO003,Y3-9,HLD,ES24	32 	: 
VIO003,Y3-9,HLD,ES41	3 	: 
VIO003,Y3-9,HLD,ES42	5 	: 
VIO003,Y3-9,HLD,ES51	16 	: 
VIO003,Y3-9,HLD,ES52	6 	: 
VIO003,Y3-9,HLD,ES61	3 	: 
VIO003,Y3-9,HLD,EU	3254 	110 d
VIO003,Y3-9,HLD,EU27_2020	3254 	110 d
VIO003,Y3-9,HLD,EU28	: 	110 d
VIO003,Y3-9,HLD,FR	: 	1563 
VIO003,Y3-9,HLD,FR24	: 	: c
VIO003,Y3-9,HLD,FR41	: 	7 
VIO003,Y3-9,HLD,FR42	: 	1415 
VIO003,Y3-9,HLD,FR43	: 	: c
VIO003,Y3-9,HLD,FR51	: 	14 
VIO003,Y3-9,HLD,FR53	: 	: c
VIO003,Y3-9,HLD,FR62	: 	5 
VIO003,Y3-9,HLD,FR71	: 	14 
VIO003,Y3-9,HLD,FR72	: 	3 
VIO003,Y3-9,HLD,FR81	: 	93 
VIO003,Y3-9,HLD,FR82	: 	8 
VIO003,Y3-9,HLD,FRC1	: c	: 
VIO003,Y3-9,HLD,FRC2	: c	: 
VIO003,Y3-9,HLD,FRD1	: c	: 
VIO003,Y3-9,HLD,FRF1	1059 	: 
VIO003,Y3-9,HLD,FRF2	: c	: 
VIO003,Y3-9,HLD,FRF3	5 	: 
VIO003,Y3-9,HLD,FRG0	14 	: 
VIO003,Y3-9,HLD,FRI3	: c	: 
VIO003,Y3-9,HLD,FRJ1	80 	: 
VIO003,Y3-9,HLD,FRJ2	: c	: 
VIO003,Y3-9,HLD,FRK1	: c	: 
VIO003,Y3-9,HLD,FRK2	14 	: 
VIO003,Y3-9,HLD,FRL0	9 	: 
VIO003,Y3-9,HLD,HU	172 	110 
VIO003,Y3-9,HLD,HU10	: 	: c
VIO003,Y3-9,HLD,HU21	21 	29 
VIO003,Y3-9,HLD,HU22	13 	13 
VIO003,Y3-9,HLD,HU23	16 	19 
VIO003,Y3-9,HLD,HU31	109 	39 
VIO003,Y3-9,HLD,HU33	13 	8 
VIO003,Y3-9,HLD,IT	383 	943 
VIO003,Y3-9,HLD,ITC1	12 	2 
VIO003,Y3-9,HLD,ITC2	26 	31 
VIO003,Y3-9,HLD,ITC4	: 	8 
VIO003,Y3-9,HLD,ITF1	16 	4 
VIO003,Y3-9,HLD,ITF2	: c	1 
VIO003,Y3-9,HLD,ITF4	: c	12 
VIO003,Y3-9,HLD,ITF5	3 	2 
VIO003,Y3-9,HLD,ITF6	8 	6 
VIO003,Y3-9,HLD,ITG1	10 	11 
VIO003,Y3-9,HLD,ITG2	8 	1 
VIO003,Y3-9,HLD,ITH1	6 	595 
VIO003,Y3-9,HLD,ITH2	61 	: 
VIO003,Y3-9,HLD,ITH3	76 	57 
VIO003,Y3-9,HLD,ITH4	136 	167 
VIO003,Y3-9,HLD,ITH5	10 	7 
VIO003,Y3-9,HLD,ITI1	3 	24 
VIO003,Y3-9,HLD,ITI2	4 	14 
VIO003,Y3-9,HLD,RO	0 	50 
VIO003,Y3-9,HLD,RO11	0 	16 
VIO003,Y3-9,HLD,RO12	0 	14 
VIO003,Y3-9,HLD,RO21	0 	2 
VIO003,Y3-9,HLD,RO22	0 	6 
VIO003,Y3-9,HLD,RO31	0 	0 
VIO003,Y3-9,HLD,RO32	0 	0 
VIO003,Y3-9,HLD,RO41	0 	0 
VIO003,Y3-9,HLD,RO42	0 	12 
VIO003,Y3-9,HLD,SK	62 	: 
VIO003,Y3-9,HLD,SK01	15 	: 
VIO003,Y3-9,HLD,SK02	40 	: 
VIO003,Y3-9,HLD,SK03	4 	: 
VIO003,Y3-9,HLD,SK04	3 	: 
VIO003,Y_GE30,HA,BG	338 	181 
VIO003,Y_GE30,HA,BG31	: c	: c
VIO003,Y_GE30,HA,BG32	2 	6 
VIO003,Y_GE30,HA,BG33	217 	139 
VIO003,Y_GE30,HA,BG34	111 	: c
VIO003,Y_GE30,HA,BG41	: c	: c
VIO003,Y_GE30,HA,BG42	0 	: 
VIO003,Y_GE30,HA,CZ	140 	131 
VIO003,Y_GE30,HA,CZ01	: c	: c
VIO003,Y_GE30,HA,CZ02	7 	8 
VIO003,Y_GE30,HA,CZ04	5 	4 
VIO003,Y_GE30,HA,CZ06	127 	117 
VIO003,Y_GE30,HA,CZ07	1 	1 
VIO003,Y_GE30,HA,CZ08	: c	: c
VIO003,Y_GE30,HA,DE	140 	115 d
VIO003,Y_GE30,HA,DE11	12 	8 d
VIO003,Y_GE30,HA,DE12	: c	4 d
VIO003,Y_GE30,HA,DE13	24 	25 d
VIO003,Y_GE30,HA,DE14	: c	: cd
VIO003,Y_GE30,HA,DE26	15 	13 d
VIO003,Y_GE30,HA,DE71	2 	2 d
VIO003,Y_GE30,HA,DEA2	: 	: cd
VIO003,Y_GE30,HA,DEB1	: c	1 d
VIO003,Y_GE30,HA,DEB2	: c	: 
VIO003,Y_GE30,HA,DEB3	71 	53 d
VIO003,Y_GE30,HA,DED2	7 	8 d
VIO003,Y_GE30,HA,DED5	3 	: 
VIO003,Y_GE30,HA,DEE0	: c	1 d
VIO003,Y_GE30,HA,DEG0	: c	: cd
VIO003,Y_GE30,HA,ES	27 	: 
VIO003,Y_GE30,HA,ES24	8 	: 
VIO003,Y_GE30,HA,ES51	19 	: 
VIO003,Y_GE30,HA,EU	2401 	253 d
VIO003,Y_GE30,HA,EU27_2020	2401 	253 d
VIO003,Y_GE30,HA,EU28	: 	253 d
VIO003,Y_GE30,HA,FR	: 	1411 
VIO003,Y_GE30,HA,FR41	: 	: c
VIO003,Y_GE30,HA,FR42	: 	1411 
VIO003,Y_GE30,HA,FRF1	1308 	: 
VIO003,Y_GE30,HA,FRF3	0 	: 
VIO003,Y_GE30,HA,FRJ1	: c	: 
VIO003,Y_GE30,HA,FRK2	: c	: 
VIO003,Y_GE30,HA,FRL0	: c	: 
VIO003,Y_GE30,HA,HU	176 	253 
VIO003,Y_GE30,HA,HU10	: 	5 
VIO003,Y_GE30,HA,HU12	4 	: 
VIO003,Y_GE30,HA,HU21	49 	86 
VIO003,Y_GE30,HA,HU22	9 	19 
VIO003,Y_GE30,HA,HU23	17 	42 
VIO003,Y_GE30,HA,HU31	94 	91 
VIO003,Y_GE30,HA,HU32	: c	5 
VIO003,Y_GE30,HA,HU33	: c	: c
VIO003,Y_GE30,HA,IT	157 	46 
VIO003,Y_GE30,HA,ITC1	2 	: 
VIO003,Y_GE30,HA,ITC2	1 	0 
VIO003,Y_GE30,HA,ITC4	: 	0 
VIO003,Y_GE30,HA,ITF1	1 	: 
VIO003,Y_GE30,HA,ITF2	: c	: 
VIO003,Y_GE30,HA,ITF3	2 	: 
VIO003,Y_GE30,HA,ITF4	: c	: 
VIO003,Y_GE30,HA,ITF5	0 	0 
VIO003,Y_GE30,HA,ITF6	11 	3 
VIO003,Y_GE30,HA,ITG1	1 	: 
VIO003,Y_GE30,HA,ITG2	: c	: 
VIO003,Y_GE30,HA,ITH1	68 	22 
VIO003,Y_GE30,HA,ITH2	25 	: 
VIO003,Y_GE30,HA,ITH3	11 	2 
VIO003,Y_GE30,HA,ITH4	14 	15 
VIO003,Y_GE30,HA,ITH5	: c	: 
VIO003,Y_GE30,HA,ITI1	18 	3 
VIO003,Y_GE30,HA,ITI2	: c	: 
VIO003,Y_GE30,HA,RO	0 	87 
VIO003,Y_GE30,HA,RO11	0 	3 
VIO003,Y_GE30,HA,RO12	0 	55 
VIO003,Y_GE30,HA,RO21	0 	8 
VIO003,Y_GE30,HA,RO22	0 	15 
VIO003,Y_GE30,HA,RO31	0 	3 
VIO003,Y_GE30,HA,RO32	0 	0 
VIO003,Y_GE30,HA,RO41	0 	0 
VIO003,Y_GE30,HA,RO42	0 	3 
VIO003,Y_GE30,HA,SK	112 	: 
VIO003,Y_GE30,HA,SK01	12 	: 
VIO003,Y_GE30,HA,SK02	37 	: 
VIO003,Y_GE30,HA,SK03	33 	: 
VIO003,Y_GE30,HA,SK04	30 	: 
VIO003,Y_GE30,HLD,BG	88 	84 
VIO003,Y_GE30,HLD,BG31	3 	1 
VIO003,Y_GE30,HLD,BG32	3 	5 
VIO003,Y_GE30,HLD,BG33	63 	63 
VIO003,Y_GE30,HLD,BG34	18 	14 
VIO003,Y_GE30,HLD,BG41	1 	1 
VIO003,Y_GE30,HLD,BG42	0 	: 
VIO003,Y_GE30,HLD,CZ	2028 	2260 
VIO003,Y_GE30,HLD,CZ01	: c	1 
VIO003,Y_GE30,HLD,CZ02	8 	10 
VIO003,Y_GE30,HLD,CZ04	6 	6 
VIO003,Y_GE30,HLD,CZ06	1962 	2192 
VIO003,Y_GE30,HLD,CZ07	50 	50 
VIO003,Y_GE30,HLD,CZ08	: c	1 
VIO003,Y_GE30,HLD,DE	1125 	1061 d
VIO003,Y_GE30,HLD,DE11	97 	70 d
VIO003,Y_GE30,HLD,DE12	23 	23 d
VIO003,Y_GE30,HLD,DE13	151 	150 d
VIO003,Y_GE30,HLD,DE14	2 	1 d
VIO003,Y_GE30,HLD,DE26	65 	63 d
VIO003,Y_GE30,HLD,DE71	11 	14 d
VIO003,Y_GE30,HLD,DEA2	: 	2 d
VIO003,Y_GE30,HLD,DEB1	15 	10 d
VIO003,Y_GE30,HLD,DEB2	1 	: 
VIO003,Y_GE30,HLD,DEB3	300 	229 d
VIO003,Y_GE30,HLD,DED2	386 	476 d
VIO003,Y_GE30,HLD,DED5	43 	: 
VIO003,Y_GE30,HLD,DEE0	30 	22 d
VIO003,Y_GE30,HLD,DEG0	1 	1 d
VIO003,Y_GE30,HLD,ES	5 	: 
VIO003,Y_GE30,HLD,ES24	1 	: 
VIO003,Y_GE30,HLD,ES51	4 	: 
VIO003,Y_GE30,HLD,EU	5721 	354 d
VIO003,Y_GE30,HLD,EU27_2020	5721 	354 d
VIO003,Y_GE30,HLD,EU28	: 	354 d
VIO003,Y_GE30,HLD,FR	: 	2306 
